8636533b-315c-43a0-98d2-6fed368e8e4a;5e1a08c70fe0abc4af7ad2a49cbc0287;Casa para Venda em Bosque Maia, Guarulhos/SP;2014-12-23 05:01:51+00:00;ef4a2f77-fa7d-4827-8d0e-b927708027ec;0517226c-f62e-4742-9677-ca2fbff172a4;d969bdc3-cd8f-451a-8e5f-f45918bef02a
9b77f7c3-03f6-43ba-8606-af4a06d7154b;1592cfcd7e88fda3696c501139736c13;Sobrado para Locação em Cambuí, Campinas/SP;2015-08-03 19:35:06+00:00;c067ebcc-20d2-400e-980d-2d53d05d504d;0e9ae51a-bbc8-4cba-b19c-085cbb0a8636;fa0cd5cb-9f17-4c23-bd22-26f9b0e51e1b
09452f76-7242-4f76-989d-601d9abbe995;eb3e2eaf408759cdddc1349801794cb2;Salão para Venda em Bosque Maia, Guarulhos/SP;2014-03-09 07:56:26+00:00;ef4a2f77-fa7d-4827-8d0e-b927708027ec;bd58b7cc-1b9f-4b96-a90f-0a481865f4cd;d969bdc3-cd8f-451a-8e5f-f45918bef02a
67549065-31ee-4f06-807e-d37679015590;50a17732bae1465715d29abeeb8fd0cd;Apartamento para Locação em Cambuí, Campinas/SP;2016-03-18 05:33:19+00:00;c067ebcc-20d2-400e-980d-2d53d05d504d;160f1dc5-d9d8-4e9f-b212-339a2ac2f1cb;fa0cd5cb-9f17-4c23-bd22-26f9b0e51e1b
e0cd191e-4093-4235-97dd-919d38313326;73f79ff02dfc67df14312b5371115be9;Apartamento para Locação em Barra Funda, São Paulo/SP;2015-06-26 20:35:23+00:00;b93a8f89-e7f4-4f01-84d5-598daa001c4a;160f1dc5-d9d8-4e9f-b212-339a2ac2f1cb;fa0cd5cb-9f17-4c23-bd22-26f9b0e51e1b
d5824d37-fd6d-4e9f-948f-9478edbaf24b;beb9fbb7e60c2e235ae5e296eb20a043;Loja para Locação em Bosque Maia, Guarulhos/SP;2014-03-16 10:07:06+00:00;ef4a2f77-fa7d-4827-8d0e-b927708027ec;090255a3-4635-4ca5-a1b7-67ebbfa42f7d;fa0cd5cb-9f17-4c23-bd22-26f9b0e51e1b
852d6be0-f79c-458d-ab48-b6a19e7d07c7;5e426ae23e57c12a6c3097340dafd377;Salão para Locação em Centro, Osasco/SP;2015-09-10 10:57:14+00:00;951bdf8f-574d-4487-b46d-427f7fbccc36;bd58b7cc-1b9f-4b96-a90f-0a481865f4cd;fa0cd5cb-9f17-4c23-bd22-26f9b0e51e1b
b56f79c1-3b7a-4937-91da-fa60d19cb124;85630cc6114e7f35c3b4b661c1fe8c4e;Casa para Venda em Centro, Osasco/SP;2017-07-01 17:12:53+00:00;951bdf8f-574d-4487-b46d-427f7fbccc36;0517226c-f62e-4742-9677-ca2fbff172a4;d969bdc3-cd8f-451a-8e5f-f45918bef02a
fd7c757c-328c-4052-8241-62aed004dc56;3d00319ccfba68ebaef88e09473434d3;Sobrado para Venda em Centro, Osasco/SP;2017-04-11 04:29:15+00:00;951bdf8f-574d-4487-b46d-427f7fbccc36;0e9ae51a-bbc8-4cba-b19c-085cbb0a8636;d969bdc3-cd8f-451a-8e5f-f45918bef02a
038adc02-b941-4e42-94e4-c169fc94c727;c8e559bca716ce6138c15e53d7711a4d;Apartamento para Venda em Vila Oliveira, Mogi das Cruzes/SP;2015-07-22 14:10:29+00:00;bc530427-3bd7-45b6-9d6b-b5933fdcf0ea;160f1dc5-d9d8-4e9f-b212-339a2ac2f1cb;d969bdc3-cd8f-451a-8e5f-f45918bef02a
c46baa1f-ecf2-49e5-afe8-cac753fd6423;d59133a1249daa3f1a328d96f468cc3f;Loja para Locação em Centro, Osasco/SP;2017-02-04 15:03:24+00:00;951bdf8f-574d-4487-b46d-427f7fbccc36;090255a3-4635-4ca5-a1b7-67ebbfa42f7d;fa0cd5cb-9f17-4c23-bd22-26f9b0e51e1b
81047fac-58c9-4484-8fbd-91353111c4d8;6109f6e1dfa5bf564d090768fb9ec36b;Apartamento para Locação em Moema, São Paulo/SP;2015-10-19 14:11:36+00:00;35764846-7def-47e4-a250-aa40bb890a31;160f1dc5-d9d8-4e9f-b212-339a2ac2f1cb;fa0cd5cb-9f17-4c23-bd22-26f9b0e51e1b
f2625a1e-5f3d-4521-969a-2b5eff3ecae7;4b00d40815295eb4038b8953221e31ca;Sobrado para Locação em Vila Oliveira, Mogi das Cruzes/SP;2017-09-12 23:04:16+00:00;bc530427-3bd7-45b6-9d6b-b5933fdcf0ea;0e9ae51a-bbc8-4cba-b19c-085cbb0a8636;fa0cd5cb-9f17-4c23-bd22-26f9b0e51e1b
4f8d2ec8-4a67-4c58-bd12-102949ad3514;78a05cb4bdefa470ca76fd83aae9b39b;Apartamento para Locação em Vila Oliveira, Mogi das Cruzes/SP;2016-03-06 10:19:26+00:00;bc530427-3bd7-45b6-9d6b-b5933fdcf0ea;160f1dc5-d9d8-4e9f-b212-339a2ac2f1cb;fa0cd5cb-9f17-4c23-bd22-26f9b0e51e1b
